"PLU","CATEGORY","COMMODITY","VARIETY","ADDITIONAL VARIETY INFO","SIZE","NA SIZE","ROW SIZE","RESTRICTIONS","NOTES","AKA","TRADEMARK","BOTANICAL NAME","REVISION DATE","DATE ADDED","GPC","IMAGE"
"3000","","APPLES","Alkmene","","","","","","","","","Malus pumila","2017-02-07 15:12:04","1999-12-31 00:00:00","10005900",""
"3001","","APPLES","Aurora/Southern Rose","","Small","100 size and smaller","Average Fruit Weight = less than 205g","","","","","Malus pumila","2016-04-07 23:21:26","1999-12-31 00:00:00","10005900",""
"3002","","APPLES","Cantared","","","","","","","","","Malus pumila","2016-04-07 23:22:02","1999-12-31 00:00:00","10005900",""
"3003","","APPLES","D'Estivale","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3004","","APPLES","Discovery","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3005","","APPLES","Golden Delicious Blush","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3006","","APPLES","Ingrid Marie","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3007","","APPLES","Lochbuie","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3008","","APPLES","Rubinette","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3009","","APPLES","Russet","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3010","","APPLES","Cripps Red","","Small","100 size and smaller","Average Fruit Weight = less than 205g","","","Sundowner","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3011","","APPLES","Worcester","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3012","","PEARS","Abate Fetel","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3013","","PEARS","Beurre Hardy","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3014","","PEARS","Bon Rouge","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3015","","PEARS","Clara Friis","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3016","","PEARS","Concorde","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3017","","PEARS","Conference","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","100052903",""
"3018","","PEARS","Durondeau","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3019","","PEARS","Flamingo","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3020","","PEARS","General Leclerc","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3021","","PEARS","Guyot","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3022","","PEARS","Josephine","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3023","","PEARS","Passe Crassane","","Small","110 size and smaller","Average Fruit Weight = less than 180g","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3024","","PEARS","Rocha","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3025","","PEARS","Rosemarie","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3026","","PEARS","Triumph de Vienne","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3027","","ORANGES","Shamouti","","","","","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3028","","ORANGES","Delta Seedless","","Small","113 and smaller","Average Fruit Dimensions = less than 66mm","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3029","","TANGERINES/MANDARINS","Satsuma","","","","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","","","Citrus unshiu","1999-12-31 00:00:00","1999-12-31 00:00:00","10005887",""
"3030","","TANGERINES/MANDARINS","Nova","Includes Clemenvilla and Suntina","","","","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005888",""
"3031","","TANGERINES/MANDARINS","Jamaican Tangor","Includes Ortanique, Mandor, Mandora, Tambor, Topaz and Ortaline","","","","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005888",""
"3032","","TANGERINES/MANDARINS","Ellendale","","","","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005888",""
"3033","","MELON","Charentais","","Small","","Average Fruit Weight =  less than 625g","","","","","Cucumis melo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006181",""
"3034","","MELON","Charentais","","Large","","Average Fruit Weight =  625g and above","","","","","Cucumis melo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006181",""
"3035","","NECTARINE","White Flesh, Tree Ripened, Ready-to-eat","","Large","66 size and larger","Average Fruit Weight =  185g and above","","","","","Prunus persica","1999-12-31 00:00:00","1999-12-31 00:00:00","10005911",""
"3036","","ORANGES","Midknight","","Small","113 size and smaller","Average Fruit Dimensions = less than 66mm","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3037","","PINEAPPLE","Queen","","","","","","Sizes for pineapple based on two-layer lug.","","","Ananas comosus","1999-12-31 00:00:00","1999-12-31 00:00:00","10005935",""
"3038","","PASSION FRUIT","Granadilla","Orange","","","","","","","","Passiflorae.var. flavicarpa","1999-12-31 00:00:00","1999-12-31 00:00:00","10005951",""
"3039","","PHYSALIS/CAPE GOOSEBERRY/GROUND CHERRY","","","","","","","","","","Physalis spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005965",""
"3040","","PITAHAYA","Red (skin color)","","","","","","","","","Hylocereus lindatus","1999-12-31 00:00:00","1999-12-31 00:00:00","10005958",""
"3041","","RAMBUTAN","","","","","","","","","","Nephelium lappaceum","1999-12-31 00:00:00","1999-12-31 00:00:00","10005966",""
"3042","","MANGOSTEEN","","","","","","","","","","Garcinia mangostana","1999-12-31 00:00:00","1999-12-31 00:00:00","10005968",""
"3043","","GRAPES","Italia","Seeded","","","","","","","","Vitis vinifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005918",""
"3044","","APRICOTS","Black","","","","","","","","","Prunus armeniaca","2006-11-15 00:00:00","2006-11-15 00:00:00","10005905",""
"3045","","DATES","Fresh","On Branch","","","","","","","","Phoenix dactylifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005959",""
"3046","","DATES","Fresh","Frozen","","","","","","","","Phoenix dactylifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005959",""
"3047","","DATES","Medjool","","","","","","","","","Phoenix dactylifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10005959",""
"3048","","BEANS","Helda/Flat","","","","","","","","","Phaseolus vulgaris","1999-12-31 00:00:00","1999-12-31 00:00:00","10005980",""
"3049","","BEANS","Fine","","","","","","","","","Phaseolus vulgaris","1999-12-31 00:00:00","1999-12-31 00:00:00","10005976",""
"3050","","CABBAGE","Dutch White/Winter White","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10005999",""
"3051","","CABBAGE","Spring Cabbage/Spring Greens","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006144",""
"3052","","GARLIC","String","","","","","","","","","Allium sativum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006003",""
"3053","","PARSNIP","Baby","","","","","","","","","Pastinaca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006126",""
"3054","","PEPPERS (CAPSICUMS)","Elongated","Clovis Red/Lamuyo Red","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"3055","","PEPPERS (CAPSICUMS)","Elongated","Clovis Green/Lamuyo Green","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"3056","","PEPPERS (CAPSICUMS)","Elongated","Clovis Yellow/Lamuyo Yellow","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"3057","","PEPPERS (CAPSICUMS)","Elongated","Clovis Orange/Lamuyo Orange","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"3058","","PEPPERS (CAPSICUMS)","Elongated","Clovis White/Lamuyo White","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006100",""
"3059","","SQUASH","Crown Prince","","","","","","","","","C.maxima","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"3060","","SQUASH","Vegetable Marrow","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"3061","","TOMATOES","Beef/Beefsteak","","","","","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"3062","","BAY LEAVES","","","","","","","","","","Laurus nobilis","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3063","","FENNEL LEAVES","","","","","","","","","","Foeniculum vulgare","1999-12-31 00:00:00","1999-12-31 00:00:00","10006052",""
"3064","","ALOE VERA LEAVES","","","","","","","","","","Aloe Vera","1999-12-31 00:00:00","1999-12-31 00:00:00","10006360",""
"3065","","APPLES","Cameo","","Small","100 size and smaller","Average Fruit Weight = less than 205g","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3066","","APPLES","Cameo","","Large","88 size and larger","Average Fruit Weight = 205g and above","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3067","","APPLES","Swiss Gourmet","","Small","100 size and smaller","Average Fruit Weight = less than 205g","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3068","","APPLES","Swiss Gourmet","","Large","88 size and larger","Average Fruit Weight = 205g and above","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3069","","APPLES","Gravenstein","Red","Small","100 size and smaller","Average Fruit Weight = less than 205g","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3070","","APPLES","Gravenstein","Red","Large","88 size and larger","Average Fruit Weight = 205g and above","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3071","","APPLES","Granny Smith","Red","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3072","","APPLES","Lady","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3073","","APPLES","Macoun","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3074","","APPLES","Greening (RI)","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3075","","APPLES","Baldwin","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3076","","APPLES","Melrose","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3077","","APPLES","Northern Spy","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3078","","APPLES","Liberty","","","","","","","","","Malus pumila","1999-12-31 00:00:00","1999-12-31 00:00:00","10005900",""
"3079","","ASPARAGUS","Purple","","","","","","This code can be used anyplace in the globe; however, there are other codes for this item that can be used outside of North America.","","","Asparagus officinalis","1999-12-31 00:00:00","1999-12-31 00:00:00","10006129",""
"3080","","AVOCADOS","Pinkerton","","","","","","","","","Persea americana","1999-12-31 00:00:00","1999-12-31 00:00:00","10006169",""
"3081","","BERRIES","Saskatoon","","","","","","","","","Amelanchier alnifolia","1999-12-31 00:00:00","1999-12-31 00:00:00","10006354",""
"3082","","BROCCOLI","Crowns","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10005988",""
"3083","","BRUSSELS SPROUTS","Stalk","","","","","","","","","Brassica olerace","1999-12-31 00:00:00","1999-12-31 00:00:00","10005996",""
"3084","","CHERVIL","","","","","","","","","","Anthriscus cerefolium","1999-12-31 00:00:00","1999-12-31 00:00:00","10006053",""
"3085","","CORN","Indian","Decorative","Large","","","","","","","Zea mays","1999-12-31 00:00:00","1999-12-31 00:00:00","10006337",""
"3086","","CORN","Indian","Decorative","Mini","","","","","","","Zea mays","1999-12-31 00:00:00","1999-12-31 00:00:00","10006337",""
"3087","","CORN","Indian","Strawberry","","","","","","","","Zea mays","1999-12-31 00:00:00","1999-12-31 00:00:00","10006337",""
"3088","","CURRANTS","Red","","","","","","","","","Ribes sativum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006193",""
"3089","","EGGPLANT (AUBERGINE)","Chinese","","","","","","","","","Solanum melongena","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128",""
"3090","","EGGPLANT (AUBERGINE)","Thai","","","","","","","","","Solanum melongena","1999-12-31 00:00:00","1999-12-31 00:00:00","10006128",""
"3091","","GOBO ROOT/BURDOCK","","","","","","","","","","Arctium lappa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006363",""
"3092","","GRAPEFRUIT","OroBlanco/Sweetie","","","","","","","","","Citrus paradisi","1999-12-31 00:00:00","1999-12-31 00:00:00","10005879",""
"3093","","GRAPES","Retailer Assigned","","","","","","","","","Vitis vinifera","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3094","","GRAPES","Retailer Assigned","","","","","","","","","Vitis vinifera","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3095","","KALE","Multicolor","","","","","","","","","Brassica oleracea","2003-10-29 00:00:00","2003-10-29 00:00:00","10006144",""
"3096","","KOHLRABI","Purple/Red/All Other Colors","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006146",""
"3097","","LETTUCE","Romaine","Red","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006085",""
"3098","","LETTUCE","Boston","Red","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006267",""
"3099","","LOTUS ROOT","","","","","","","","","","Nelumbo nucifera","1999-12-31 00:00:00","1999-12-31 00:00:00","10006364",""
"3100","","MELON","Gold Honeydew","","","","","","","","","Cucumis melo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006184",""
"3101","","MELON","Piel de Sapo","","","","","","","","","Cucumis melo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006187",""
"3102","","MUSHROOMS","Morel","","","","","","","","","Morchella angusticeps","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3103","","MUSHROOMS","Enoki","","","","","","","","","Flammulina velutipe","1999-12-31 00:00:00","1999-12-31 00:00:00","10006157",""
"3104","","APPLES","RoHo 3615","","","","","","Approved by IFPS via electronic vote","Evelina","","Malus domestica","2016-06-20 18:55:46","2012-12-11 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3104-roho-3615-apple_1460402964.JPG"
"3105","","CASHEWS","","","","","","","","","","Anacardium occidental","1999-12-31 00:00:00","1999-12-31 00:00:00","10000007",""
"3106","","MACADAMIA","","","","","","","","","","Macadamia integrifolia","1999-12-31 00:00:00","1999-12-31 00:00:00","10000007",""
"3107","","ORANGES","Navel","","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3108","","ORANGES","Valencia","","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3109","","ORANGES","Seville (Marmalade type)","","","","","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3110","","ORANGES","Navel","Cara Cara (Red)","","","","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3111","","PAPAYA/PAWPAW","Red-Fleshed (Solo Sunrise)","","","","","","","","","Carica papaya","1999-12-31 00:00:00","1999-12-31 00:00:00","10005954",""
"3112","","PAPAYA/PAWPAW","Meridol","","","","","","","","","Carica papaya","1999-12-31 00:00:00","1999-12-31 00:00:00","10005954",""
"3113","","PEACHES","Flat White Flesh (Saturn type)","","","","","","10/08 - changed verbiage to be consistent with other flat peaches","","","","2008-11-26 00:00:00","2008-11-26 00:00:00","10005912",""
"3114","","MANGO","Green","","Extra Large","7 size and larger","","","","Keitt and Francis varieties","","Magnifera Indica","2016-04-12 15:50:07","2008-11-26 00:00:00","10005969","http://check.ifpsglobal.com/file/view/3114-green-mango_1460476199.JPG"
"3115","","PEACHES","Flat Yellow Flesh","","","","","","","","","","2016-04-11 19:50:27","2008-11-26 00:00:00","10005912",""
"3116","","PEACHES","Yellow Flesh","Tree Ripened/Ready-to-eat","Small","70 size and smaller","Average Fruit Weight =  less than 185g","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005912",""
"3117","","PEACHES","Yellow Flesh","Tree Ripened/Ready-to-eat","Large","66 size and larger","Average Fruit Weight =  185g and above","Restricted for items grown east of the Mississippi River in the U.S. or east of the Ontario/Manitoba border in Canada.","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","10005912",""
"3118","","PEARS","Starkrimson","","","","","","","","","Pyrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005903",""
"3119","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","Green","Small","med. size and smaller","Min diameter less than 65mm","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"3120","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","Green","Large","large size and larger","Min diameter 65mm and above","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"3121","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","Orange","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"3122","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","White","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"3123","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","Brown","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"3124","","PEPPERS (CAPSICUMS)","Bell, Greenhouse","Purple","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006190",""
"3125","","PEPPERS (CAPSICUMS)","Habanero","","","","","","","","","Capsicum spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10006103",""
"3126","","PLUMCOT (INTERSPECIFIC PLUM)","Retailer Assigned","","","","","","","","","Prunus armeniaca hybrid","2008-06-03 00:00:00","2008-06-03 00:00:00","",""
"3127","","POMEGRANATE","","","Medium","30 to 36 size","Average Fruit Dimensions = 3.375 - 3.875 inch","","","","","Punica granatum","2007-10-30 00:00:00","2007-10-30 00:00:00","10005970",""
"3128","","POTATO","Purple","","","","","","","","","Solanum tuberosum","1999-12-31 00:00:00","1999-12-31 00:00:00","10006104",""
"3129","","GRAPEFRUIT","Pummelo","Red","","","","","","","","C.grandis","1999-12-31 00:00:00","1999-12-31 00:00:00","10005877",""
"3130","","PUMPKIN","Jumbo","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"3131","","PUMPKIN","Decorative (Painted)","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"3132","","PUMPKIN","White","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"3133","","PUMPKIN","White","Mini","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"3134","","PUMPKIN","Pie Pumpkin","","","","","","","","","Cucurbita pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006038",""
"3135","","GOURD","Ornamental","","","","","","","","","Trichosarthes cucumerina","1999-12-31 00:00:00","1999-12-31 00:00:00","10006340",""
"3136","","SAPODILLO/NISPERO","","","","","","","","","","Manilkara zapote","1999-12-31 00:00:00","1999-12-31 00:00:00","10006368",""
"3137","","SAPOTE","White","","","","","","","","","Casimiroa edulis","1999-12-31 00:00:00","1999-12-31 00:00:00","10006370",""
"3138","","SAPOTE","Black","","","","","","","","","Diospyros digyna","1999-12-31 00:00:00","1999-12-31 00:00:00","10006369",""
"3139","","SAVORY","","","","","","","","","","Satureja spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3140","","SQUASH","Cucuzza","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"3141","","SQUASH","Opo","","","","","","","","","Langenaria siceraria","1999-12-31 00:00:00","1999-12-31 00:00:00","10006357",""
"3142","","SQUASH","Carnival","","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"3143","","SQUASH","Acorn","Baby","","","","","","","","C.pepo","1999-12-31 00:00:00","1999-12-31 00:00:00","10006015",""
"3144","","TANGERINES/MANDARINS","Fall Glo","","","","","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005888",""
"3145","","TOMATOES","Plum/Italian/Saladette/Roma","Yellow","","","","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"3146","","TOMATOES","Cherry","Red, On the Vine","","","Up to and including 35mm diam","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006161",""
"3147","","TOMATOES","Cherry","Yellow, On the Vine","","","Up to and including 35mm diam","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006161",""
"3148","","TOMATOES","Regular","Yelllow, On the Vine (Truss)","","","","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"3149","","TOMATOES","Regular","Orange, On the Vine","","","","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"3150","","TOMATOES","Cocktail/Intermediate","Red","","","35 - 40mm diameter","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"3151","","TOMATOES","Vine Ripe, Regular","Red","Large","5X6 and larger","Diameter 70mm and above","","","","","Lycopersicon esculenta","1999-12-31 00:00:00","1999-12-31 00:00:00","10006163",""
"3152","","GRAPEFRUIT","Melogold","","","","","","","","","C.grandis","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876",""
"3153","","ORANGES","Delta Seedless","","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3154","","ORANGES","Delta Seedless","","Large","56 size and larger","Average Fruit Dimensions = 84mm and above","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3155","","ORANGES","Midknight","","Medium","88/72 size","Average Fruit Dimensions = 66mm - under 84mm","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3156","","ORANGES","Midknight","","Large","56 size and larger","Average Fruit Dimensions = 84mm and above","","","","","Citrus spp.","1999-12-31 00:00:00","1999-12-31 00:00:00","10005889",""
"3157","","GRAPEFRUIT","White","","Extra Large","27 size and larger","","Restricted for items grown east of the Mississippi River in the U.S or east of the Ontario/Manitoba border in Canada.","","","","Citrus paradisi","2002-05-02 00:00:00","2002-05-02 00:00:00","10005876",""
"3158","","GRAPEFRUIT","White","","Extra Large","27 size and larger","","Restricted for items grown in Texas, Arizona and New Mexico in the U.S.","","","","Citrus paradisi","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876",""
"3159","","GRAPEFRUIT","White","","Extra Large","27 size and larger","Average Fruit Dimensions = 108mm and above","","","","","Citrus paradisi","1999-12-31 00:00:00","1999-12-31 00:00:00","10005876",""
"3160","","GAI LAN","Synonymous with Chinese Broccoli","","","","","","","","","Brassica oleracea","1999-12-31 00:00:00","1999-12-31 00:00:00","10005988",""
"3161","","GAI (GUI) CHOY (CHINESE or INDIAN MUSTARD)","Baby","Chinese or Indian Mustard","","","","","","","","Brassica juncea","1999-12-31 00:00:00","1999-12-31 00:00:00","10006339",""
"3162","","ONG CHOY","Synonymous with Water Spinach","","","","","","","","","Ipomoea aquatica","1999-12-31 00:00:00","1999-12-31 00:00:00","10006352",""
"3163","","BOK CHOY (PAK CHOI)","Shanghai","","","","","","","","","Brassica rapa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006145",""
"3164","","YU CHOY","","","","","","","","","","Brassica rapa","1999-12-31 00:00:00","1999-12-31 00:00:00","10000006",""
"3165","","RADICCHIO","Treviso","","","","","","","","","Cichorium intybus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006094",""
"3166","","CABBAGE","Tuscan","","","","","","Identified lacinato kale and tuscan cabbage one and the same","Lacinato Kale","","Brassica oleracea","2013-05-06 00:00:00","2013-05-06 00:00:00","10006144",""
"3167","","FRISEE","","","","","","","","","","Cichorium endivia","1999-12-31 00:00:00","1999-12-31 00:00:00","10006097",""
"3168","","RADICCHIO","Castlefranco","","","","","","","","","Cichorium intybus","1999-12-31 00:00:00","1999-12-31 00:00:00","10006094",""
"3169","","LETTUCE","Catalogna","","","","","","","","","Lactuca sativa","1999-12-31 00:00:00","1999-12-31 00:00:00","10006097",""
"3170","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3171","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3172","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3173","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3174","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3175","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3176","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3177","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3178","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3179","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3180","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
"3181","","FOR USE WITH ALL COMMODITIES","Retailer Assigned","","","","","","","","","","1999-12-31 00:00:00","1999-12-31 00:00:00","",""
