"PLU","CATEGORY","COMMODITY","VARIETY","ADDITIONAL VARIETY INFO","SIZE","NA SIZE","ROW SIZE","RESTRICTIONS","NOTES","AKA","TRADEMARK","BOTANICAL NAME","REVISION DATE","DATE ADDED","GPC","IMAGE"
"3363","","MANGO","Bowen & Kensington Pride","","","","","","","","","Mangifera indica","2002-10-16 00:00:00","2002-10-16 00:00:00","10005969",""
"3364","","MANGO","R2E2 (ArtwoEetwo)","","","","","","","","","Mangifera indica","2002-10-16 00:00:00","2002-10-16 00:00:00","10005969",""
"3365","","MANGO","Ripe/Ready-to-Eat","","","","","Restricted from ANY use in Canada or the U.S.","","","","Mangifera indica","2002-10-16 00:00:00","2002-10-16 00:00:00","10005969",""
"3366","","MADROÑA","","","","","","","","","","Arbutus unedo","2002-10-16 00:00:00","2002-10-16 00:00:00","10006347",""
"3367","","MELON","Glasshouse - Netted varieties","","","","","Restricted from ANY use in Canada or the U.S.","","","","Cucumis melo","2002-10-16 00:00:00","2002-10-16 00:00:00","",""
"3368","","MELON","Ogen","","","","","","","","","Cucumis melo","2004-11-01 00:00:00","2004-11-01 00:00:00","10006186",""
"3369","","NECTARINE","Nectavigne (Red Flesh)","","","","","","","","","Prunus persica","2004-11-01 00:00:00","2004-11-01 00:00:00","10005911",""
"3370","","ORANGES","Maltaise","","","","","","","","","Citrus spp.","2004-11-01 00:00:00","2004-11-01 00:00:00","10005889",""
"3371","","ORANGES","Salustiana","","","","","","","","","Citrus spp.","2004-11-01 00:00:00","2004-11-01 00:00:00","10005889",""
"3372","","ORANGES","Navelate (and other late Navel varieties)","","","","","","","","","Citrus spp.","2002-10-16 00:00:00","2002-10-16 00:00:00","10005889",""
"3373","","ORANGES","Navelina (incl. Newhall)","","","","","","","","","Citrus spp.","2004-11-01 00:00:00","2004-11-01 00:00:00","10005889",""
"3374","","ORANGES","Without postharvest treatment","","","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2002-10-16 00:00:00","2002-10-16 00:00:00","10005889",""
"3375","","PEACHES","de Vigne & Sanguine (Red Flesh)","","","","","","","","","","2004-11-01 00:00:00","2004-11-01 00:00:00","10005912",""
"3376","","PEARS","Alexander Lucas","","","","","","","","","Pyrus spp.","2004-11-01 00:00:00","2004-11-01 00:00:00","10005903",""
"3377","","PEARS","Louise Bonne","","","","","","","","","Pyrus spp.","2004-11-01 00:00:00","2004-11-01 00:00:00","10005903",""
"3378","","PEARS","Santa Maria","","","","","","","","","Pyrus spp.","2004-11-01 00:00:00","2004-11-01 00:00:00","10005903",""
"3379","","PINEAPPLE","Mini","","","","","","Sizes for pineapple based on two-layer lug.","","","Ananas comosus","2004-11-01 00:00:00","2004-11-01 00:00:00","10005935",""
"3380","","PINEAPPLE","Perola","","","","","","Sizes for pineapple based on two-layer lug.","","","Ananas comosus","2004-11-01 00:00:00","2004-11-01 00:00:00","10005935",""
"3381","","SOURSOP","","","","","","","","","","Annona muricata","2002-10-16 00:00:00","2002-10-16 00:00:00","10005942",""
"3382","","SUGAR APPLE","","","","","","","","","","Annona squamosa","2002-10-16 00:00:00","2002-10-16 00:00:00","10005940",""
"3383","","TANGERINES/MANDARINS","Clementine","","Small","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus reticulata","2002-10-16 00:00:00","2002-10-16 00:00:00","10005886",""
"3384","","TANGERINES/MANDARINS","Clementine","","Medium","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus reticulata","2002-10-16 00:00:00","2002-10-16 00:00:00","10005886",""
"3385","","TANGERINES/MANDARINS","Clementine","","Large","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus reticulata","2002-10-16 00:00:00","2002-10-16 00:00:00","10005886",""
"3386","","TANGERINES/MANDARINS","Clementine","With leaves attached","","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus reticulata","2002-10-16 00:00:00","2002-10-16 00:00:00","10005886",""
"3387","","TANGERINES/MANDARINS","Clementine","Without p/harvest treatment","","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus reticulata","2002-10-16 00:00:00","2002-10-16 00:00:00","10005886",""
"3388","","TANGERINES/MANDARINS","Satsuma","Clauselina","","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus unshiu","2002-10-16 00:00:00","2002-10-16 00:00:00","10005887",""
"3389","","TANGERINES/MANDARINS","Satsuma","Okitsu","","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus unshiu","2002-10-16 00:00:00","2002-10-16 00:00:00","10005887",""
"3390","","ARRACACH","","","","","","","","","","Arracacia xanthorrhiza","2002-10-16 00:00:00","2002-10-16 00:00:00","",""
"3391","","ARTICHOKES","Rouge Salambo (Red)","","","","","","","","","Cynara scolymus","2004-11-01 00:00:00","2004-11-01 00:00:00","",""
"3392","","ASPARAGUS","Green","Bunch","","","","Restricted from ANY use in Canada or the U.S.","","","","Asparagus officinalis","2002-10-16 00:00:00","2002-10-16 00:00:00","10006129",""
"3393","","ASPARAGUS","White","Bunch","","","","Restricted from ANY use in Canada or the U.S.","","","","Asparagus officinalis","2002-10-16 00:00:00","2002-10-16 00:00:00","10006129",""
"3394","","ASPARAGUS","Purple","Bunch","","","","Restricted from ANY use in Canada or the U.S.","","","","Asparagus officinalis","2002-10-16 00:00:00","2002-10-16 00:00:00","10006129",""
"3395","","BELGIAN ENDIVE (WITLOOF CHICORY)","Red","","","","","","","","","Cichorium intybus","2004-11-01 00:00:00","2004-11-01 00:00:00","10006093",""
"3396","","CABBAGE","Savoy, Red","","","","","","","","","Brassica oleracea","2004-11-01 00:00:00","2004-11-01 00:00:00","10006000",""
"3397","","CABBAGE","Summer Cabbage","Pointed type","","","","","","","","Brassica oleracea","2002-10-16 00:00:00","2002-10-16 00:00:00","10006197",""
"3398","","CHICKPEAS","Chickpeas/Garbanzo","","","","","","","","","Cicer arientinum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006271",""
"3399","","GARLIC","Regular","Fresh/Semi-dried with leaves attached","","","","","","","","Allium sativum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006003",""
"3400","","GARLIC","Regular","Smoked","","","","","","","","Allium sativum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006003",""
"3401","","GARLIC","One-clove types","","","","","","","","","Allium sativum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006003",""
"3402","","LEEKS","Regular","Bunch","","","","Restricted from ANY use in Canada or the U.S.","","","","Allium ampeloprasum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006133",""
"3403","","LEEKS","Baby","Bunch","","","","Restricted from ANY use in Canada or the U.S.","","","","Allium ampeloprasum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006133",""
"3404","","MUSHROOMS","Cep","","","","","","","","","Bolelus edulis","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3405","","MUSHROOMS","Fairy Ring Champignon","","","","","","","","","Marasmius oreades","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3406","","MUSHROOMS","Grey","Tricholoma","","","","","","","","Tricholoma terreum","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3407","","MUSHROOMS","Grisette","","","","","","","","","Amanita vaginata","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3408","","MUSHROOMS","Horn of Plenty/Black Trumpet","","","","","","","","","Agaricus bisporus","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3409","","MUSHROOMS","Pioppino","","","","","","","","","Agaricus bisporus","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3410","","MUSHROOMS","Saffron Milk-Cap","","","","","","","","","Lactarius deliciosus","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3411","","MUSHROOMS","Sheep Polypore","","","","","","","","","Albatrellus ovinus (tbc)","2004-11-01 00:00:00","2004-11-01 00:00:00","10006157",""
"3412","","ONIONS","Yellow/Brown Fresh","Bunch","","","","","","","","Allium spp.","2002-10-16 00:00:00","2002-10-16 00:00:00","10006006",""
"3413","","PEPPERS (CAPSICUMS)","Tabasco","","","","","","","","","Capsicum spp","2002-10-16 00:00:00","2002-10-16 00:00:00","10006102",""
"3414","","POTATO","Baking","White","","","","Restricted from ANY use in Canada or the U.S.","","","","Solanum tuberosum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006104",""
"3415","","POTATO","Baking","Red and Red Eye varieties","","","","Restricted from ANY use in Canada or the U.S.","","","","Solanum tuberosum","2002-10-16 00:00:00","2002-10-16 00:00:00","10006104",""
"3416","","RHUBARB","Bunch","","","","","Restricted from ANY use in Canada or the U.S.","","","","Rheem X hybridum","2004-11-01 00:00:00","2004-11-01 00:00:00","10006134",""
"3417","","SPINACH","New Zealand Spinach","","","","","Restricted from ANY use in Canada or the U.S.","","","","Tetragonia tetragonioides","2002-10-16 00:00:00","2002-10-16 00:00:00","10006091",""
"3418","","SQUASH","Zucchini/Courgette","Round","","","","","","","","C.pepo","2004-11-01 00:00:00","2004-11-01 00:00:00","10006015",""
"3419","","BORAGE","","","","","","","","","","Borago officinalis","2004-11-01 00:00:00","2004-11-01 00:00:00","10006047",""
"3420","","PEARS","Belle du Jumet","","","","","","Approved by IFPS via electronic vote on 1/28/14","Honey Belle","","Pyrus spp.","2016-04-11 19:32:31","2014-01-29 00:00:00","http://check.ifpsglobal.com/file/view/3420-belle-du-jumet-pear_1460403141.JPG",""
"3421","","MELON","Watermelon","Mini Seedless","3-7 LBS","","","","","","","Citrullus lanatus","2017-01-04 20:48:53","2003-08-05 00:00:00","10006037",""
"3422","","APRICOTS","InterSpecific","","","","","","A hybrid of apricot and plum varieties exhibiting more apricot-like characteristics.","","","Prunus armeniaca","2003-08-05 00:00:00","2003-08-05 00:00:00","10005905",""
"3423","","TOMATOES","Heirloom","","","","","","Varieties include but are not limited to: Amish Salad, Anna Russian, Aunt Ruby's Yellow Cherry, Big Italian Plum, Black Plum, Black Prince, Black Zebra, Brandywine, Dr. Caroline, Earl of Edgecomb, Eva Purple Ball, Flamme, Green Zebra, Hawaiian Pineapple","","","Lycopersicon esculenta","2015-10-13 18:44:32","2003-08-05 00:00:00","10006161",""
"3424","","CARROTS","Purple/Red","Beta Sweet","","","","","","","","Daucus carota","2002-10-16 00:00:00","2002-10-16 00:00:00","10006122",""
"3425","","TANGERINES/MANDARINS","Ellendale","","Small","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3426","","TANGERINES/MANDARINS","Ellendale","","Medium","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3427","","TANGERINES/MANDARINS","Ellendale","","Large","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3428","","TANGERINES/MANDARINS","Honey/Murcott","","Small","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3429","","TANGERINES/MANDARINS","Honey/Murcott","","Medium","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3430","","TANGERINES/MANDARINS","Honey/Murcott","","Large","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3431","","TANGERINES/MANDARINS","Imperial","","Small","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3432","","TANGERINES/MANDARINS","Imperial","","Medium","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3433","","TANGERINES/MANDARINS","Imperial","","Large","","","Restricted from ANY use in Canada or the U.S.","","","","Citrus spp.","2003-10-03 00:00:00","2003-10-03 00:00:00","10005888",""
"3434","","PEARS","Tosca","","","","","","","","","Pyrus spp.","2006-05-24 00:00:00","2006-05-24 00:00:00","10005903",""
"3435","","APPLES","Pinova","","","","","","","","","Malus pumila","2006-05-24 00:00:00","2006-05-24 00:00:00","10005900",""
"3436","","CAULIFLOWER","Orange","","","","","","","","","Brassica oleracea","2006-05-24 00:00:00","2006-05-24 00:00:00","10005987",""
"3437","","NECTARINE","Flat Yellow","","","","","","","","","Prunus persica","2006-05-24 00:00:00","2006-05-24 00:00:00","10005911",""
"3438","","APPLES","Ambrosia","","","","","","","","","Malus pumila","2006-05-24 00:00:00","2006-05-24 00:00:00","10005900",""
"3439","","NECTARINE","White Flesh Flat","","","","","","","","","Prunus persica","2007-10-23 00:00:00","2007-10-23 00:00:00","10005911",""
"3440","","POMEGRANATE","","","Large","24 size and larger","Average Fruit Dimensions = 4.25 and larger","","","","","Punica granatum","2016-06-20 19:09:33","2007-10-30 00:00:00","10005970","http://check.ifpsglobal.com/file/view/3440-large-pomegranate_1486484749.JPG"
"3441","","SQUASH","Butterkin","","","","","","Approved by IFPS","","","Cucurbita moshata","2016-06-20 18:56:50","2014-05-15 00:00:00","http://check.ifpsglobal.com/file/view/3441-butterkin-squash_1460403302.jpg",""
"3442","","APPLES","New York 1","","","","","","Approved by IFPS","SnapDragon","","Malus domestica","2016-04-12 15:30:46","2014-09-05 00:00:00","http://check.ifpsglobal.com/file/view/3442-new-york-1-apple_1460475041.JPG",""
"3443","","APPLES","New York 2","","","","","","Approved by IFPS","RubyFrost","","Malus domestica","2016-04-12 15:30:06","2014-09-05 00:00:00","http://check.ifpsglobal.com/file/view/3443-new-york-2-apple_1460475001.jpg",""
"3444","","APPLES","Green Dragon","","","","","","Approved by IFPS","Chin Loung","","Malus domestica","2016-04-11 19:53:20","2014-09-05 00:00:00","http://check.ifpsglobal.com/file/view/3444-green-dragon-apple_1460404396.jpg",""
"3445","","APPLES","DS 3","","","","","","Approved by IFPS","Pazazz","","Malus domestica","2016-04-12 14:39:13","2014-09-05 00:00:00","http://check.ifpsglobal.com/file/view/3445-ds-3-apple_1460471946.jpg",""
"3446","","KALE SPROUTS","","","","","","","12/2/14 - Approved by IFPS","","","Brassica Oleracea","2016-04-11 19:56:59","2014-12-02 00:00:00","http://check.ifpsglobal.com/file/view/3446-kale-sprouts_1460404608.jpg",""
"3447","","APPLES","DS 22","","","","","","12/02/14 - Approved by IFPS","Riverbelle","","Malus domestica","2016-04-11 19:48:32","2014-12-02 00:00:00","http://check.ifpsglobal.com/file/view/3447-ds-22-apple-1_1460404106.jpg",""
"3448","","CHERRIES","Tip Top","","","","","","Approved by IFPS 01/29/15","Skylar Rae","","Prunus avium","2016-04-12 15:48:02","2015-01-29 00:00:00","http://check.ifpsglobal.com/file/view/3448-tip-top-cherry_1460476077.JPG",""
"3449","","GRAPES","Sugrathirteen","","","","","","approved by IFPS 2/13/15","Midnight Beauty","","Vitis Vinifera I.","2016-04-12 15:43:51","2015-03-27 00:00:00","http://check.ifpsglobal.com/file/view/3449-sugrathirteen-grape_1460475825.JPG",""
"3450","","GRAPES","Sugranineteen","","","","","","approved by IFPS 2/27/15","Scarlotta Seedless","","Vitis Vinifera I.","2016-04-12 15:42:34","2015-03-27 00:00:00","http://check.ifpsglobal.com/file/view/3450-sugraninteen-grape_1460475750.JPG",""
"3451","","GRAPES","Sugrathirtyfour","","","","","","approved by IFPS","Adora Seedless","","Vitis Vinifera","2016-08-31 18:45:44","2015-03-27 00:00:00","http://check.ifpsglobal.com/file/view/3451-sugrathirtyfour-grape_1460475976.jpg",""
"3452","","GRAPES","Sugrathirtyfive","","","","","","approved by IFPS 2/27/15","Autumncrisp","","Vitis Vinifera","2016-08-31 18:46:10","2015-03-27 00:00:00","http://check.ifpsglobal.com/file/view/3452-sugrathirtyfive-grape_1460475927.JPG",""
"3453","","GALANGAL ROOT","","","","","","","","","","Alpinia officinarum","2015-03-27 00:00:00","2015-03-27 00:00:00","",""
"3454","","JACKFRUIT","Green","","","","","","","","","Artocarpus heterophylus","2015-03-27 00:00:00","2015-03-27 00:00:00","",""
"3455","","JACKFRUIT","Yellow","","","","","","","","","Artocarpus heterophylus","2015-03-27 00:00:00","2015-03-27 00:00:00","",""
"3456","","MELON","Winter","","","","","","","","","Cucumis melo","2015-03-27 00:00:00","2015-03-27 00:00:00","",""
"3457","","PLUMS","President","","","","","","","","","Prunus spp.","2015-03-27 00:00:00","2015-03-27 00:00:00","",""
"3458","","TOMATOES","Cherry","Orange","","","","","","","","Lycopersicon esculenta","2015-03-27 00:00:00","2015-03-27 00:00:00","",""
"3459","","PERSIMMON","Shiny Red","","","","","","","","","Diospyros kaki","2016-04-12 15:35:32","2015-08-20 09:22:12","http://check.ifpsglobal.com/file/view/3459-shiny-red-persimmon_1486570958.JPG",""
"3460","","APPLES","Red Jonaprince","","","","","","","Red Prince","","malus domestica","2016-04-12 15:25:47","2015-08-20 09:21:36","http://check.ifpsglobal.com/file/view/3460-red-jonaprince-apple_1460474741.JPG",""
"3461","","APPLES","Lady Williams","","","","","","","","","malus domestica","2015-09-03 20:06:40","2015-09-03 20:06:40","",""
"3462","","CHIVES","Garlic/Chinese","","","","","","","","","Allium tuberosum","2015-11-16 15:54:48","2015-09-03 20:07:41","",""
"3463","","Amaranth/Callaloo/Een Choy","","","","","","","","Chinese spinach, yin choy","","amaranthus spp.","2016-02-12 17:14:46","2016-02-12 17:14:46","",""
"3464","","Mango","B-74","","","","","","","Calypso™","","Mangifera ","2017-02-07 16:26:28","2016-02-08 16:12:13","http://check.ifpsglobal.com/file/view/3464-b-74-mango-image_1455298198.jpg",""
"3465","","PEPPERS (CAPSICUMS)","Stripy Bell","","","","","","","Enjoya™","","Capsicum","2016-08-30 15:20:57","2016-02-08 16:17:05","http://check.ifpsglobal.com/file/view/3465-stripy-bell-pepper-image_1455298271.jpg",""
"3466","","PEARS","Cape Rose","","","","","","","Cheeky®","","Pyrus communis","2017-02-07 16:26:47","2016-02-08 16:18:37","http://check.ifpsglobal.com/file/view/3466-cape-rose-pear-image_1455298305.jpg",""
"3467","","APPLES","Regal 13-82","","","","","","","Juici™","","Malus domestica Bork","2017-02-07 16:27:07","2016-02-08 16:20:16","http://check.ifpsglobal.com/file/view/3467-regal-13-82-apple-image_1455298344.jpg",""
"3468","","APPLES","Honeycrisp","","Small","100 size and smaller","Average Fruit Weight less than 205g","","","","","malus pumila","2016-03-01 20:53:20","2016-03-01 20:51:58","",""
"3469","","GRAPES","Sugrasixteen","","","","","","","Sable Seedless ","","Vitis Vinifera I.","2016-06-16 12:58:31","2016-05-02 13:49:24","10005918","http://check.ifpsglobal.com/file/view/3469-sugrasixteen-grape_1462197403.JPG"
"3470","","MELON","Watermelon","Red, Small Seeds","","","","","","","","Citrullus lanatus","2016-05-16 20:03:50","2016-05-16 20:03:50","http://check.ifpsglobal.com/file/view/3470-watermelon-red-small-seeds_1463430265.JPG",""
"3471","","CACTUS LEAVES (Nopales/Cactus Pads)","Baby","","","","","","","","","Opuntia sp","2016-05-26 14:34:22","2016-05-26 14:03:09","",""
"3472","","SACRED PEPPER","","","","","","","","Sacred pepper leaf","","Piper sanctum","2016-05-26 14:23:31","2016-05-26 14:04:21","",""
"3473","","EPAZOTE","","","","","","","","","","Chenopodium ambrosioides L.","2016-05-26 14:23:51","2016-05-26 14:05:59","",""
"3474","","SWEET POTATO/YAM/KUMARA","Saffron","","","","","","","","","Escobedia linearis Schlecht","2016-12-01 20:02:20","2016-05-26 14:07:56","",""
"3475","","MINT","Peppermint","","","","","","","","","Mentha piperata","2016-05-26 14:09:57","2016-05-26 14:09:57","",""
"3476","","ORANGE TREE LEAF","","","","","","","","","","Citrus x sinensis (L.) Osbeck","2016-05-26 14:11:17","2016-05-26 14:11:17","",""
"3477","","PAPALO","","","","","","","","Summer cilantro, Bolivian coriander","","Porophyllum macrocephalum DC.","2016-05-26 14:13:07","2016-05-26 14:13:07","",""
"3478","","QUELITES","","","","","","","","","","Chenopodium spp.","2016-05-26 14:37:51","2016-05-26 14:14:32","",""
"3479","","CHIPILIN LEAF","","","","","","","","Chepil","","Crotalaria longirostrata","2016-05-26 14:38:31","2016-05-26 14:17:28","",""
"3480","","PUMPKIN VINE","","","","","","","","Pumpkin vine","","Cucurbita pepo","2016-05-26 14:39:02","2016-05-26 14:18:41","",""
"3481","","XPELON","","","","","","","","Xpelon bean","","Phaseolus lunatus","2016-05-26 14:39:28","2016-05-26 14:20:12","",""
"3482","","RABBIT HERB","","","","","","","","","","Porophyllum linaria (Cav.) DC.","2016-05-26 14:40:17","2016-05-26 14:21:29","",""
"3483","","PURPLE HERB","","","","","","","","Purple grass","","Solanum americanum Mill.","2016-05-26 14:22:31","2016-05-26 14:22:31","",""
"3484","","APPLES","DALINETTE","","","","","","","CHOUPETTE","","MALUS MILL","2016-07-18 17:35:37","2016-07-18 17:35:37","http://check.ifpsglobal.com/file/view/3484-dalinette-apple_1468863527.jpeg",""
"3485","","PEARS","HAROVIN SUNDOWN PEAR","","","","","","","Cold Snap™","","Pyrus communis","2017-02-07 16:27:48","2016-10-31 20:50:02","http://check.ifpsglobal.com/file/view/3485-harovin-sundown-pear_1478113625.JPG",""
"3486","","APPLES","CN121","","","","","","","SugarBee™","","Malus domestica","2016-10-31 18:56:36","2016-10-31 18:44:09","http://check.ifpsglobal.com/file/view/3486-cn121-apple-image_1477940116.JPG",""
"3487","","APPLES","MN 55","","","","","","","Rave™","","Malus domestica","2016-10-31 20:22:14","2016-10-31 20:22:14","http://check.ifpsglobal.com/file/view/3487-mn-apple_1486486057.JPG",""
"3488","","MANGO","Red","","Extra Large","7 and Larger","","","","","","Mangifera indica","2017-01-18 19:06:37","2017-01-18 19:06:37","http://check.ifpsglobal.com/file/view/3488-xl-red-mango_1485985967.JPG",""
"3489","","PEAR","Cepuna","","","","","","","Migo™","","pyrus","2017-01-26 20:11:48","2017-01-26 20:07:26","http://check.ifpsglobal.com/file/view/3489-cepuna-pear_1485985161.JPG",""
"3600","","APPLES","Antares","","","","","","","","","Malus pumila","2008-06-03 00:00:00","2008-06-03 00:00:00","10005900",""
"3601","","APPLES","Huaguan","","","","","","","Autumn Glory","","Malus pumila","2016-04-11 19:55:57","2008-06-03 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3601-huaguan-apple_1460404549.jpg"
"3602","","APPLES","Belgica","","","","","","","","","Malus domestica cv belgica","2016-06-20 18:56:12","2008-11-26 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3602-belgica-apple_1460403066.JPG"
"3603","","APPLES","Minneiska","","","","","","","","","Malus domestica","2016-04-11 20:01:09","2008-11-26 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3603-minneiska-apple_1460404859.jpg"
"3604","","APPLES","Emmons","","","","","","","","","malus pumila 'emmons'","2016-04-11 19:49:24","2008-11-26 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3604-emmons-apple_1460404152.JPG"
"3605","","APPLES","Nicoter","","","","","","","","","Malus","2016-04-12 14:35:52","2009-05-13 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3605-nicoter-apple_1460471747.JPG"
"3606","","PEARS","Sweet Sensation","","","","","","","","","Pyrus spp.","2016-04-12 15:47:21","2009-05-13 00:00:00","10005903","http://check.ifpsglobal.com/file/view/3606-sweet-sensation-pear_1460476037.jpg"
"3607","","APPLES","Mariri Red","","","","","","","","","Malus pumila","2007-10-23 00:00:00","2007-10-23 00:00:00","10005900",""
"3608","","APPLES","Sciros","","Large","88 size and larger","Average Fruit Weight = 205g and above","","","Pacific Rose","","Malus pumila","2002-10-16 00:00:00","2002-10-16 00:00:00","10005900",""
"3609","","PLUMCOT (INTERSPECIFIC PLUM)","Red","","","","","","","","","Prunus spp.","2008-06-03 00:00:00","2008-06-03 00:00:00","10005915",""
"3610","","PLUMCOT (INTERSPECIFIC PLUM)","Green","","","","","","","","","Prunus spp.","2008-06-03 00:00:00","2008-06-03 00:00:00","10005915",""
"3611","","PLUMCOT (INTERSPECIFIC PLUM)","Black","","","","","","","","","Prunus spp.","2008-06-03 00:00:00","2008-06-03 00:00:00","10005915",""
"3612","","APPLES","Nicogreen","","","","","","","","","Malus","2016-04-12 14:36:47","2009-05-13 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3612-nicogreen-apple_1460471798.JPG"
"3613","","APPLES","Fuji Brak","","","","","","","","","Malus","2016-06-20 19:04:02","2009-05-13 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3613-fuji-brak-apple_1460404333.JPG"
"3614","","APRICOTS","Red","","","","","","","","","Prunus armeniaca","2016-04-12 15:22:56","2009-10-15 00:00:00","10005905","http://check.ifpsglobal.com/file/view/3614-red-apricot_1460474571.JPG"
"3615","","APPLES","Civni","","","","","","","","","Malus pumila","2016-04-11 19:40:15","2009-10-29 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3615-civni-apple_1460403607.jpg"
"3616","","APPLES","Scilate","","Large","88 size and larger","","","Approved by IFPS at meeting 6/21/10","ENVY","","Malus domestica","2016-04-12 15:31:57","2013-05-06 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3616-scilate-apple_1460475110.JPG"
"3617","","LEMONS","Seedless","","","","","","Approved by IFPS at meeting 6/21/10.","","","","2016-04-12 15:41:35","2010-06-28 00:00:00","10005882","http://check.ifpsglobal.com/file/view/3617-seedless-lemon_1460475688.JPG"
"3618","","APPLES","Opal","","","","","","Approved by IFPS 10/18/10","","","Malus pumila","2016-04-12 14:37:25","2007-10-19 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3618-opal-apple_1460471841.jpg"
"3619","","APPLES","Milwa","","","","","","5/24/11 - Approved by IFPS at board meeting","","","Malus pumila","2016-04-11 20:00:11","2011-06-09 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3619-milwa-apple_1460404807.jpg"
"3620","","APPLES","Plumac","","","","","","5/24/11 - Approved by IFPS at board meeting","","","Malus domestica","2016-04-12 14:42:37","2011-06-09 00:00:00","http://check.ifpsglobal.com/file/view/3620-plumac-apple_1460472152.png",""
"3621","","MANGO","Francis","","","","","","10/13/11 - Approved at IFPS Board meeting","Madame Francis, Francine","","Mangifera Indica","2016-04-11 19:51:28","2011-10-24 00:00:00","10005969","http://check.ifpsglobal.com/file/view/3621-francis-mango_1460404284.jpg"
"3622","","MELON","Honey Green","","","","","","10/13/11 - Approved at IFPS Board Meeting","Papaya Melon","","Cucumis melo","2016-04-11 19:55:07","2011-10-24 00:00:00","http://check.ifpsglobal.com/file/view/3622-honey-green-melon_1460404501.jpg",""
"3623","","MELON","Hami","","","","","","10/13/11 - Approved at IFPS Board Meeting","Chinese Hami or Snow Melon","","Cucumis melo","2016-04-11 19:54:01","2011-10-24 00:00:00","10006177","http://check.ifpsglobal.com/file/view/3623-hami-melon_1460404438.jpg"
"3624","","MELON","Korean","","","","","","10/13/11 - Approved at IFPS Board meeting","","","Cucumis melo","2016-04-11 19:57:48","2011-10-24 00:00:00","http://check.ifpsglobal.com/file/view/3624-korean-melon_1460404665.jpg",""
"3625","","APPLES","Minnewashta","","","","","","10/13/11 - Approved at IFPS Board Meeting","Zestar","","Malus domestica","2016-04-11 20:02:10","2011-10-24 00:00:00","10005900","http://check.ifpsglobal.com/file/view/3625-minnewashta-apple_1460404907.jpg"
"3626","","LEMONS","Meyer","","","","","","Approved by IFPS Board in January 2012","","","Citrus limon","2016-04-11 19:59:31","2012-01-25 00:00:00","10005882","http://check.ifpsglobal.com/file/view/3626-meyer-lemons_1460404763.jpg"
"3627","","APPLES","PremA17","","Large","","","","Approved by IFPS in 2012","","","Malus Pumila","2016-04-12 15:21:06","2012-01-25 00:00:00","http://check.ifpsglobal.com/file/view/3627-prema17-apple_1460474460.JPG",""
